Termination Id,Termination Reason,Business unit,Tenure Range,Age,Gender,Organization level,day,month,Year,Country,Age Range,Date,Quarter,QuarterYear
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,Australia,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,India,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,Malaysia,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,Malaysia,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,India,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,India,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,Australia,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,India,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,Australia,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,Germany,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,United States,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,Malaysia,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,United States,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,India,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,United States,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,Germany,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,India,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,India,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,Germany,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,India,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,United States,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,India,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,India,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,India,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,India,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,Canada,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,India,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,Australia,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,India,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,Malaysia,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,Germany,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,Germany,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,Malaysia,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,Malaysia,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,Canada,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,Malaysia,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,Canada,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,India,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,Australia,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,Germany,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,Australia,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,Malaysia,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,Australia,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,India,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,Malaysia,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,Malaysia,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,India,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,India,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,Australia,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,India,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,Australia,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,Germany,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,United States,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,Malaysia,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,United States,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,India,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,United States,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,Germany,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,India,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,India,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,Germany,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,Germany,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,United States,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,Germany,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,United States,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,Malaysia,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,Canada,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,India,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,Canada,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,Germany,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,Canada,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,Malaysia,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,Germany,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,Germany,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,Malaysia,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,Malaysia,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,Canada,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,Malaysia,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,Canada,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,India,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,Australia,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,Germany,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,Australia,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,Malaysia,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,Australia,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,India,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,Malaysia,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,Malaysia,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,India,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,India,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,Australia,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,India,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,Australia,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,Germany,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,United States,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,Malaysia,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,United States,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,India,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,United States,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,Germany,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,India,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,India,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,Germany,51 - 60,25-03-2020,Q1,2020-Q1
35,Other Employment,Corporate,10,60,Female,Operational,4,11,2020,Germany,51 - 60,11-04-2020,Q2,2020-Q2
60,Other Employment,R&D,10,60,Male,High - Level,25,12,2020,United States,51 - 60,25-12-2020,Q4,2020-Q4
95,Position Elimation,Retail,12,60,Female,High - Level,2,11,2020,India,51 - 60,11-02-2020,Q1,2020-Q1
102,Retirement,Production,11,60,Male,High - Level,9,6,2019,United States,51 - 60,06-09-2019,Q3,2019-Q3
105,Retirement,Corporate,12,60,Female,High - Level,12,9,2018,Malaysia,51 - 60,09-12-2018,Q4,2018-Q4
106,Retirement,Corporate,10,60,Female,High - Level,13,10,2019,Canada,51 - 60,13-10-2019,Q4,2019-Q4
109,Retirement,Corporate,11,60,Female,Mid - Level,16,1,2018,India,51 - 60,16-01-2018,Q1,2018-Q1
112,Retirement,Corporate,12,60,Male,Mid - Level,19,4,2021,Canada,51 - 60,19-04-2021,Q2,2021-Q2
113,Retirement,Corporate,12,60,Male,Mid - Level,20,5,2018,Germany,51 - 60,20-05-2018,Q2,2018-Q2
142,Inappropriate Behaviour,R&D,11,60,Female,Mid - Level,18,10,2019,Canada,51 - 60,18-10-2019,Q4,2019-Q4
159,Dangerous Behaviour,Corporate,10,60,Female,High - Level,4,3,2020,India,51 - 60,03-04-2020,Q2,2020-Q2
161,Attendance,Retail,9,60,Female,High - Level,6,5,2018,India,51 - 60,05-06-2018,Q2,2018-Q2
167,Misconduct,Retail,9,60,Female,High - Level,12,11,2020,India,51 - 60,11-12-2020,Q4,2020-Q4
183,Attendance,Corporate,10,60,Male,Operational,25,3,2020,Malaysia,51 - 60,25-03-2020,Q1,2020-Q1
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,India,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,Canada,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,Canada,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Australia,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Malaysia,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,Canada,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,Germany,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Germany,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,United States,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Canada,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,Germany,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,Australia,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,Australia,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,United States,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,India,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,Australia,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,Malaysia,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Malaysia,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,Canada,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Australia,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,Malaysia,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,United States,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,United States,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Canada,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Germany,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,United States,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,India,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,India,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,Australia,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,United States,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,India,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,India,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,India,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Australia,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Germany,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,United States,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,India,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Germany,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,United States,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Canada,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,Germany,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,Australia,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,Australia,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,United States,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,India,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,Australia,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,Malaysia,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Malaysia,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,Canada,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Australia,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,Malaysia,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,United States,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,United States,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Canada,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Germany,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,United States,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,India,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,India,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,Australia,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,United States,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,India,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,Canada,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,Canada,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Australia,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Malaysia,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,Canada,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,Germany,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Germany,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,United States,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Canada,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,Germany,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,Australia,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,Australia,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,United States,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,India,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,Australia,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,Malaysia,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Malaysia,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,Canada,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Australia,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,Malaysia,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,United States,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,United States,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Canada,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Germany,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,United States,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,India,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,India,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,Australia,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,United States,31 - 40,25-04-2021,Q2,2021-Q2
1,Retirement,Retail,4,35,Female,Operational,1,1,2018,United States,31 - 40,01-01-2018,Q1,2018-Q1
34,Other Employment,Corporate,5,35,Female,Operational,3,10,2019,Canada,31 - 40,10-03-2019,Q1,2019-Q1
46,Other Employment,Retail,5,35,Female,Mid - Level,15,10,2019,Canada,31 - 40,15-10-2019,Q4,2019-Q4
62,Position Elimation,Corporate,6,35,Male,Operational,25,2,2019,Australia,31 - 40,25-02-2019,Q1,2019-Q1
69,Other Employment,R&D,4,35,Male,High - Level,7,9,2018,Malaysia,31 - 40,09-07-2018,Q3,2018-Q3
100,Retirement,Marketing,6,35,Male,High - Level,7,4,2021,Canada,31 - 40,04-07-2021,Q3,2021-Q3
101,Retirement,Production,6,35,Male,High - Level,8,5,2018,Germany,31 - 40,05-08-2018,Q3,2018-Q3
149,Dangerous Behaviour,R&D,5,35,Male,Mid - Level,25,5,2018,Germany,31 - 40,25-05-2018,Q2,2018-Q2
174,Attendance,Retail,5,35,Female,Mid - Level,19,6,2019,India,31 - 40,19-06-2019,Q2,2019-Q2
184,Attendance,Corporate,5,35,Male,Operational,25,4,2021,Canada,31 - 40,25-04-2021,Q2,2021-Q2
49,Dishonesty,Supply Chain,2,36,Female,Operational,18,1,2018,India,31 - 40,18-01-2018,Q1,2018-Q1
126,Inappropriate Behaviour,Marketing,8,40,Female,Mid - Level,2,6,2019,United States,31 - 40,06-02-2019,Q1,2019-Q1
175,Attendance,Corporate,4,31,Male,Mid - Level,20,7,2020,India,31 - 40,20-07-2020,Q3,2020-Q3
49,Dishonesty,Supply Chain,2,36,Female,Operational,18,1,2018,Germany,31 - 40,18-01-2018,Q1,2018-Q1
126,Inappropriate Behaviour,Marketing,8,40,Female,Mid - Level,2,6,2019,Canada,31 - 40,06-02-2019,Q1,2019-Q1
175,Attendance,Corporate,4,31,Male,Mid - Level,20,7,2020,Germany,31 - 40,20-07-2020,Q3,2020-Q3
49,Dishonesty,Supply Chain,2,36,Female,Operational,18,1,2018,Malaysia,31 - 40,18-01-2018,Q1,2018-Q1
126,Inappropriate Behaviour,Marketing,8,40,Female,Mid - Level,2,6,2019,Australia,31 - 40,06-02-2019,Q1,2019-Q1
175,Attendance,Corporate,4,31,Male,Mid - Level,20,7,2020,Malaysia,31 - 40,20-07-2020,Q3,2020-Q3
49,Dishonesty,Supply Chain,2,36,Female,Operational,18,1,2018,India,31 - 40,18-01-2018,Q1,2018-Q1
126,Inappropriate Behaviour,Marketing,8,40,Female,Mid - Level,2,6,2019,Malaysia,31 - 40,06-02-2019,Q1,2019-Q1
175,Attendance,Corporate,4,31,Male,Mid - Level,20,7,2020,India,31 - 40,20-07-2020,Q3,2020-Q3
49,Dishonesty,Supply Chain,2,36,Female,Operational,18,1,2018,Germany,31 - 40,18-01-2018,Q1,2018-Q1
126,Inappropriate Behaviour,Marketing,8,40,Female,Mid - Level,2,6,2019,Canada,31 - 40,06-02-2019,Q1,2019-Q1
175,Attendance,Corporate,4,31,Male,Mid - Level,20,7,2020,Germany,31 - 40,20-07-2020,Q3,2020-Q3
